,concepts,sentence
1831,['dress' 'skier' 'slope'],A skier dressed in red slides down the slope
1832,['dress' 'skier' 'slope'],Four skiers dressed alike traversing a large slope
1833,['dress' 'skier' 'slope'],Three skiers dressed in full winter gear on a mountain slope.
1834,['fly' 'plane' 'tower'],a plane flies over tower
1835,['fly' 'plane' 'tower'],planes were flown into the towers .
1836,['fly' 'plane' 'tower'],a plane flies next to the control tower
1837,['float' 'pond' 'water'],pink water lily floating on the pond
1838,['float' 'pond' 'water'],single white water lily floating in a pond
1839,['float' 'pond' 'water'],Three ducklings float in the water of a pond
1840,['flock' 'mountain' 'sheep'],a flock of sheep in mountains
1841,['flock' 'mountain' 'sheep'],flock of sheep on the mountain
1842,['flock' 'mountain' 'sheep'],flock of sheeps in the mountain near to the lake
1843,['rain' 'shelter' 'take'],They are taking shelter from the rain.
1844,['rain' 'shelter' 'take'],a cat takes shelter from the rain at a small shrine .
1845,['include' 'pizza' 'topping'],A pizza with multiple toppings including an egg.  
1846,['include' 'pizza' 'topping'],The toppings on the pizza include meat and cheese.
1847,['include' 'pizza' 'topping'],"Two pizzas with various toppings on them, including broccoli "
1848,['city' 'light' 'traffic'],lights of traffic at dusk in a city
1849,['city' 'light' 'traffic'],Traffic is stopped at the red light in the city. 
1850,['city' 'light' 'traffic'],A very dark city with traffic and a light that is red.
1851,['daughter' 'game' 'mother'],a mother and daughter play games
1852,['daughter' 'game' 'mother'],An intense game between mother and daughter.
1853,['daughter' 'game' 'mother'],A mother is playing a game of some sort with her daughter.
1854,['glide' 'skier' 'snow'],A group of skiers glide along the snow.
1855,['glide' 'skier' 'snow'],The skier easily glides across the snow on a sunny day.
1856,['glide' 'skier' 'snow'],Several skiers leave tracks while gliding across the snow.
1857,['bread' 'piece' 'spread'],a child spreads peanut butter on a piece of bread
1858,['bread' 'piece' 'spread'],two young boys are spreading mayonnaise on a piece of bread.
1859,['bread' 'piece' 'spread'],Butter is being spread on a piece of bread and then Turkey and cheese is being topped off.
1860,['banana' 'hang' 'wall'],bananas hanging on a wall .
1861,['banana' 'hang' 'wall'],market fresh bananas hanging on an old blue wooden wall
1862,['banana' 'hang' 'wall'],Bunches of bananas hang on a wall and arranged for sale.
1863,['brother' 'dog' 'sister'],Two dogs are brother and sister
1864,['brother' 'dog' 'sister'],brother and sister playing with a pet dog
1865,['brother' 'dog' 'sister'],brother and sister whose dog was attacked by another dog
1866,['eagle' 'sky' 'soar'],bald eagle soaring in the sky
1867,['eagle' 'sky' 'soar'],a painting of an eagle soaring through a golden sky
1868,['eagle' 'sky' 'soar'],An eagle is soaring through the sky near some trees.
1869,['hill' 'snowboard' 'tree'],A man snowboards down a hill bordered by trees. 
1870,['hill' 'snowboard' 'tree'],two people snowboarding on a hill by some trees 
1871,['dish' 'plate' 'vegetable'],A plate of green vegetables and dish of sauce.
1872,['dish' 'plate' 'vegetable'],Noodle dish with mixed vegetables on fancy plate
1873,['dish' 'plate' 'vegetable'],The gourmet dish features meat and vegetables on the plate..
1874,['airplane' 'propeller' 'sky'],A airplane with propellers that is in the sky.
1875,['airplane' 'propeller' 'sky'],a large old propeller of the airplane against a cloudy evening sky
1876,['airplane' 'propeller' 'sky'],digital art image of vintage airplane with propeller flying in the sky with rain pouring
1877,['building' 'overlook' 'tower'],A clock tower overlooking two shorter brick buildings
1878,['building' 'overlook' 'tower'],tall modern buildings overlook an old church with a tower
1879,['building' 'overlook' 'tower'],A tall clock tower outside overlooking another building beside it. 
1880,['shade' 'sheep' 'tree'],sheep seek shade under a tree
1881,['shade' 'sheep' 'tree'],sheep in the shade of an oak tree
1882,['shade' 'sheep' 'tree'],A group of sheep lying in the shade under a tree.
1883,['horse' 'lead' 'water'],leading the horse to water
1884,['horse' 'lead' 'water'],you can lead a horse to water ... horse
1885,['horse' 'lead' 'water'],A woman drenched in water leads two horses.
1886,['leave' 'track' 'train'],A train on a track leaving the station.
1887,['leave' 'track' 'train'],An old train left abandoned on the tracks. 
1888,['leave' 'track' 'train'],A miniature train is on its track and ready to leave the depot.
1889,['horse' 'meadow' 'walk'],white horse walking on the meadow
1890,['horse' 'meadow' 'walk'],beautiful dark bay horse walking on a meadow
1891,['horse' 'meadow' 'walk'],The group of horses is walking in the meadow.
1892,['curve' 'round' 'train'],Toy train rounding the curve on the tracks.
1893,['curve' 'round' 'train'],Yellow and blue passenger train rounding a curve. 
1894,['curve' 'round' 'train'],A commuter train that is rounding a curve along the track.
1895,['station' 'train' 'tunnel'],a train is in a tunnel by a station
1896,['station' 'train' 'tunnel'],train coming out of a tunnel into station
1897,['station' 'train' 'tunnel'],trains ply between stations through the tunnel .
1898,['distance' 'measure' 'run'],People run to measure the distance.
1899,['distance' 'measure' 'run'],Two men run out and measure the distance.
1900,['distance' 'measure' 'run'],A guy is running in order to measure his jumping distance.
1901,['liberty' 'statue' 'tourist'],A group of tourist are looking at the statue of liberty.
1902,['liberty' 'statue' 'tourist'],tourists visiting the statue of liberty on an overcast day
1903,['farm' 'graze' 'sheep'],sheep grazing on a farm
1904,['farm' 'graze' 'sheep'],sheep grazing in front of a wind farm
1905,['farm' 'graze' 'sheep'],sheep is grazed on a farm in the countryside
1906,['branch' 'hang' 'leave'],branch of hanging green grape and leaves .
1907,['branch' 'hang' 'leave'],autumn coloured leaves hanging from a branch
1908,['branch' 'hang' 'leave'],green peach hanging on a small branch with leaves
1909,['cattle' 'graze' 'hill'],A large group of cattle grazing on a hill.
1910,['cattle' 'graze' 'hill'],Cattle graze in a green valley below a hill.
1911,['cattle' 'graze' 'hill'],dairy cattle grazing in pastures on the rolling hills
1912,['country' 'track' 'train'],train tracks in the country
1913,['country' 'track' 'train'],A train traveling down a track in the country.
1914,['country' 'track' 'train'],A bullet train on rail tracks in the open country.
1915,['look' 'patio' 'room'],patio looking onto the room
1916,['look' 'patio' 'room'],looking out to the patio from our main room .
1917,['look' 'patio' 'room'],A man looks inside from the patio into his living room.
1918,['grind' 'rail' 'snowboarder'],A snowboarder grinds a rail.
1919,['grind' 'rail' 'snowboarder'],The snowboarder is grinding a rail.
1920,['grind' 'rail' 'snowboarder'],A snowboarder in red and black grinds a yellow rail.
1921,['pasture' 'sheep' 'tree'],Sheep and lamb under a tree in a pasture.
1922,['pasture' 'sheep' 'tree'],A flock of sheep graze in a pasture near some trees.
1923,['pasture' 'sheep' 'tree'],sheep graze on pasture under bare winter trees in the hills
1924,['doctor' 'hospital' 'stand'],doctor standing outside a hospital
1925,['doctor' 'hospital' 'stand'],group of doctors and nurses standing in a hospital
1926,['doctor' 'hospital' 'stand'],an arab man standing with a doctor inside the hospital .
1927,['bridge' 'city' 'traffic'],bridge of the city with traffic
1928,['bridge' 'city' 'traffic'],traffic entering a city via the bridge
1929,['bridge' 'city' 'traffic'],time lapse of bridge and traffic in the city
1930,['elephant' 'grassland' 'walk'],elephants walk and graze in arid grasslands .
1931,['elephant' 'grassland' 'walk'],Adult and baby elephant walking on dusty grassland.
1932,['elephant' 'grassland' 'walk'],Elephants walk through grassland under a stormy sky.
1933,['bridge' 'come' 'train'],An orange train coming from under a bridge.
1934,['bridge' 'come' 'train'],footage of a train comes across rail bridge
1935,['bridge' 'come' 'train'],A travel train that is coming across a long bridge.
1936,['hang' 'shelf' 'wall'],empty white shelf hanging on a wall
1937,['hang' 'shelf' 'wall'],A wall with books shelves and two plates hung on it.
1938,['farm' 'farmer' 'work'],farmers working in a farm
1939,['farm' 'farmer' 'work'],farmers work at the farm .
1940,['farm' 'farmer' 'work'],A farmer works on their farm.
1941,['chalkboard' 'equation' 'write'],A man writing equations on a chalkboard
1942,['chalkboard' 'equation' 'write'],An Asian teacher is writing equations on the chalkboard for her students.
1943,['chalkboard' 'equation' 'write'],A man is pointing out several quantities in an equation written on a chalkboard.
1944,['fly' 'island' 'plane'],A plane is flying over a small island
1945,['fly' 'island' 'plane'],island in the form of heart and flying plane
1946,['fly' 'island' 'plane'],A plane flies over water with two islands nearby.
1947,['flooring' 'room' 'wall'],A room with blue walls and hardwood flooring. 
1948,['flooring' 'room' 'wall'],"Room with white walls, cupboards, counter top, and tile flooring."
1949,['flooring' 'room' 'wall'],A living room filled with wood flooring and a flat screen TV mounted to it's wall.
1950,['blanket' 'lie' 'smile'],man smiling as he lie on a picnic blanket
1951,['blanket' 'lie' 'smile'],little baby smiling lying on the blue blanket .
1952,['blanket' 'lie' 'smile'],smiling joyful woman lying under a warm blanket
1953,['elephant' 'park' 'ride'],Three people riding an elephant in a park
1954,['elephant' 'park' 'ride'],People having fun riding elephants together at a park 
1955,['elephant' 'park' 'ride'],Three men are riding a spotted elephant in the middle of the park.
1956,['lamb' 'meadow' 'sheep'],sheep and lamb in a meadow .
1957,['lamb' 'meadow' 'sheep'],sheep and lamb standing on the meadow
1958,['lamb' 'meadow' 'sheep'],several sheep with lambs on a green meadow
1959,['hangar' 'park' 'plane'],jet plane parked in hangar
1960,['hangar' 'park' 'plane'],A blue angels plane parked in a hangar
1961,['hangar' 'park' 'plane'],a hangar with several light planes parked
1962,['breakfast' 'serve' 'table'],An English breakfast is served on a table.
1963,['breakfast' 'serve' 'table'],a small table for serving breakfast in bed
1964,['breakfast' 'serve' 'table'],blonde woman having breakfast at a table served for two
1965,['anchor' 'boat' 'sea'],A sea with boats anchored at the bay
1966,['anchor' 'boat' 'sea'],small thai fisher boat anchoring in the slightly rough sea .
1967,['family' 'home' 'leave'],A family leaves their home.
1968,['family' 'home' 'leave'],the family say they have been told to leave their home
1969,['family' 'home' 'leave'],to all the troops overseas and their families left at home .
1970,['city' 'head' 'train'],train on a city headed
1971,['city' 'head' 'train'],trains heading east along a city
1972,['city' 'head' 'train'],on the train heading up to a city
1973,['plate' 'restaurant' 'serve'],chef serving a plate at a restaurant
1974,['plate' 'restaurant' 'serve'],plate of oysters served in a restaurant
1975,['plate' 'restaurant' 'serve'],hispanic waitress serving plates of salad in a restaurant
1976,['cyclist' 'race' 'win'],A cyclist winning a race.
1977,['cyclist' 'race' 'win'],cyclist wins a lot of races .
1978,['cyclist' 'race' 'win'],The cyclist is winning the race
1979,['bathroom' 'pattern' 'tile'],tiles bring geometric pattern to the bathroom
1980,['bathroom' 'pattern' 'tile'],a bathroom filled with floor tiles in a wild pattern
1981,['bathroom' 'pattern' 'tile'],This bathroom has a pattern of blue tiles on the floor
1982,['blanket' 'cat' 'rest'],a cat rests under a blanket
1983,['blanket' 'cat' 'rest'],a cat resting on the blanket
1984,['blanket' 'cat' 'rest'],Two grey tabby cats resting on a blue blanket.
1985,['beach' 'feed' 'seagull'],young boys feed seagulls on the beach
1986,['beach' 'feed' 'seagull'],A small child is on the beach feeding a seagull.
1987,['beach' 'feed' 'seagull'],an old woman feeds a flock of seagulls on a beach
1988,['coffee' 'cup' 'image'],image shows a cup of coffee .
1989,['coffee' 'cup' 'image'],poster with image of coffee in a plastic cup .
1990,['aircraft' 'airport' 'runway'],aircraft on the runway of the airport
1991,['aircraft' 'airport' 'runway'],A large aircraft parked on the runway in an airport
1992,['aircraft' 'airport' 'runway'],an aircraft is pulled to the runway at international airport
1993,['coffee' 'croissant' 'cup'],cup of coffee and croissant
1994,['coffee' 'croissant' 'cup'],cup of coffee with a croissant .
1995,['coffee' 'croissant' 'cup'],Two croissants on a plate and a cup of coffee
1996,['fisherman' 'mend' 'net'],A fisherman mends his nets.
1997,['fisherman' 'mend' 'net'],fishermen mending nets on a beach
1998,['fisherman' 'mend' 'net'],fishermen mending and repairing fishing nets in the harbour
1999,['counter' 'shop' 'stand'],A woman stands at the counter of a shop. 
2000,['counter' 'shop' 'stand'],A man is standing behind a counter in a shop.
